| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|       0.045 |       0.088 |   0.021 |   0.054 |   0.075 |
|       0.074 |       0.096 |   0.022 |   0.061 |   0.083 |
|       0.117 |       0.104 |   0.024 |   0.068 |   0.092 |
|       0.146 |       0.112 |   0.027 |   0.074 |   0.101 |
|       0.130 |       0.119 |   0.029 |   0.080 |   0.109 |
|       0.132 |       0.126 |   0.031 |   0.085 |   0.116 |
|       0.133 |       0.133 |   0.033 |   0.090 |   0.123 |
|       0.131 |       0.140 |   0.035 |   0.095 |   0.130 |
|       0.133 |       0.146 |   0.037 |   0.100 |   0.137 |
|       0.131 |       0.153 |   0.039 |   0.105 |   0.144 |
|       0.166 |       0.161 |   0.041 |   0.111 |   0.152 |
|       0.187 |       0.169 |   0.044 |   0.116 |   0.161 |
|       0.205 |       0.176 |   0.047 |   0.121 |   0.168 |
|       0.201 |       0.182 |   0.050 |   0.125 |   0.175 |
|       0.190 |       0.189 |   0.053 |   0.129 |   0.182 |
|       0.190 |       0.194 |   0.056 |   0.132 |   0.188 |
|       0.189 |       0.201 |   0.059 |   0.136 |   0.195 |
|       0.207 |       0.209 |   0.062 |   0.141 |   0.203 |
|       0.225 |       0.217 |   0.065 |   0.147 |   0.212 |
|       0.223 |       0.225 |   0.068 |   0.152 |   0.220 |
|       0.224 |       0.234 |   0.071 |   0.157 |   0.228 |
|       0.266 |       0.243 |   0.075 |   0.164 |   0.239 |
|       0.255 |       0.251 |   0.079 |   0.168 |   0.247 |
|       0.267 |       0.259 |   0.082 |   0.172 |   0.255 |
|       0.283 |       0.267 |   0.086 |   0.177 |   0.263 |
|       0.278 |       0.277 |   0.090 |   0.183 |   0.274 |
|       0.278 |       0.287 |   0.094 |   0.190 |   0.284 |
|       0.288 |       0.297 |   0.098 |   0.196 |   0.294 |
|       0.339 |       0.306 |   0.103 |   0.202 |   0.304 |
|       0.351 |       0.315 |   0.108 |   0.206 |   0.314 |
|       0.361 |       0.323 |   0.113 |   0.210 |   0.323 |
|       0.384 |       0.331 |   0.118 |   0.214 |   0.333 |
|       0.398 |       0.340 |   0.124 |   0.218 |   0.342 |
|       0.379 |       0.348 |   0.129 |   0.222 |   0.351 |
|       0.387 |       0.356 |   0.134 |   0.226 |   0.360 |
|       0.396 |       0.363 |   0.139 |   0.228 |   0.367 |
|       0.428 |       0.370 |   0.145 |   0.231 |   0.376 |
|       0.434 |       0.378 |   0.151 |   0.234 |   0.385 |
|       0.419 |       0.386 |   0.156 |   0.238 |   0.394 |
|       0.427 |       0.393 |   0.162 |   0.240 |   0.401 |
|       0.459 |       0.399 |   0.168 |   0.241 |   0.409 |
|       0.450 |       0.405 |   0.173 |   0.243 |   0.416 |
|       0.454 |       0.411 |   0.179 |   0.244 |   0.422 |
|       0.457 |       0.417 |   0.184 |   0.244 |   0.428 |
|       0.498 |       0.422 |   0.191 |   0.245 |   0.436 |
|       0.475 |       0.429 |   0.196 |   0.247 |   0.443 |
|       0.461 |       0.436 |   0.202 |   0.249 |   0.451 |
|       0.494 |       0.443 |   0.207 |   0.251 |   0.458 |
|       0.500 |       0.450 |   0.213 |   0.252 |   0.466 |
|       0.499 |       0.456 |   0.219 |   0.254 |   0.473 |
|       0.517 |       0.463 |   0.225 |   0.255 |   0.480 |
|       0.540 |       0.470 |   0.231 |   0.257 |   0.488 |
|       0.538 |       0.476 |   0.237 |   0.258 |   0.495 |
|       0.535 |       0.481 |   0.243 |   0.258 |   0.501 |
|       0.561 |       0.485 |   0.250 |   0.257 |   0.507 |
|       0.549 |       0.490 |   0.256 |   0.257 |   0.512 |
|       0.563 |       0.494 |   0.262 |   0.256 |   0.518 |
|       0.569 |       0.500 |   0.268 |   0.256 |   0.524 |
|       0.568 |       0.505 |   0.274 |   0.256 |   0.530 |
|       0.595 |       0.510 |   0.280 |   0.256 |   0.537 |
|       0.577 |       0.515 |   0.286 |   0.256 |   0.542 |
|       0.569 |       0.519 |   0.292 |   0.255 |   0.547 |
|       0.578 |       0.523 |   0.298 |   0.254 |   0.551 |
|       0.583 |       0.526 |   0.303 |   0.252 |   0.556 |
|       0.581 |       0.531 |   0.309 |   0.252 |   0.561 |
|       0.604 |       0.535 |   0.315 |   0.251 |   0.566 |
|       0.609 |       0.540 |   0.321 |   0.251 |   0.571 |
|       0.653 |       0.544 |   0.327 |   0.250 |   0.577 |
|       0.616 |       0.548 |   0.333 |   0.249 |   0.582 |
|       0.622 |       0.552 |   0.339 |   0.248 |   0.587 |
|       0.592 |       0.556 |   0.344 |   0.247 |   0.591 |
|       0.650 |       0.560 |   0.350 |   0.246 |   0.596 |
|       0.610 |       0.563 |   0.355 |   0.244 |   0.599 |
|       0.630 |       0.565 |   0.361 |   0.241 |   0.602 |
|       0.667 |       0.568 |   0.367 |   0.239 |   0.606 |
|       0.657 |       0.570 |   0.373 |   0.237 |   0.609 |
|       0.674 |       0.573 |   0.379 |   0.234 |   0.613 |
|       0.637 |       0.575 |   0.384 |   0.232 |   0.616 |
|       0.626 |       0.578 |   0.389 |   0.230 |   0.619 |
|       0.656 |       0.580 |   0.394 |   0.228 |   0.622 |
|       0.655 |       0.582 |   0.399 |   0.225 |   0.624 |
|       0.672 |       0.584 |   0.405 |   0.223 |   0.628 |
|       0.635 |       0.586 |   0.409 |   0.221 |   0.630 |
|       0.656 |       0.588 |   0.414 |   0.218 |   0.632 |
|       0.660 |       0.590 |   0.419 |   0.215 |   0.635 |
|       0.667 |       0.591 |   0.424 |   0.212 |   0.637 |
|       0.659 |       0.592 |   0.429 |   0.209 |   0.638 |
|       0.650 |       0.594 |   0.433 |   0.207 |   0.640 |
|       0.636 |       0.596 |   0.437 |   0.205 |   0.643 |
|       0.659 |       0.600 |   0.442 |   0.205 |   0.647 |
|       0.714 |       0.605 |   0.447 |   0.206 |   0.653 |
|       0.675 |       0.611 |   0.452 |   0.208 |   0.660 |
|       0.661 |       0.617 |   0.456 |   0.209 |   0.665 |
|       0.728 |       0.622 |   0.461 |   0.210 |   0.671 |
|       0.695 |       0.626 |   0.466 |   0.210 |   0.676 |
|       0.700 |       0.629 |   0.471 |   0.209 |   0.680 |
|       0.727 |       0.632 |   0.476 |   0.208 |   0.684 |
|       0.741 |       0.634 |   0.481 |   0.205 |   0.686 |
|       0.741 |       0.634 |   0.486 |   0.201 |   0.687 |
|       0.736 |       0.633 |   0.491 |   0.196 |   0.688 |
|       0.710 |       0.633 |   0.496 |   0.192 |   0.688 |
|       0.696 |       0.633 |   0.500 |   0.188 |   0.688 |
|       0.707 |       0.633 |   0.504 |   0.185 |   0.689 |
|       0.709 |       0.634 |   0.508 |   0.182 |   0.690 |
|       0.714 |       0.635 |   0.512 |   0.179 |   0.691 |
|       0.713 |       0.635 |   0.516 |   0.176 |   0.692 |
|       0.711 |       0.636 |   0.520 |   0.173 |   0.693 |
|       0.716 |       0.637 |   0.524 |   0.171 |   0.695 |
|       0.722 |       0.638 |   0.528 |   0.168 |   0.696 |
|       0.723 |       0.639 |   0.532 |   0.166 |   0.697 |
|       0.717 |       0.639 |   0.536 |   0.163 |   0.698 |
|       0.714 |       0.640 |   0.539 |   0.160 |   0.699 |
|       0.717 |       0.640 |   0.543 |   0.158 |   0.700 |
|       0.723 |       0.641 |   0.546 |   0.156 |   0.702 |
|       0.734 |       0.642 |   0.550 |   0.153 |   0.703 |
|       0.741 |       0.642 |   0.554 |   0.150 |   0.704 |
|       0.737 |       0.642 |   0.558 |   0.147 |   0.704 |
|       0.731 |       0.642 |   0.561 |   0.144 |   0.705 |
|       0.723 |       0.641 |   0.564 |   0.141 |   0.705 |
|       0.725 |       0.641 |   0.567 |   0.137 |   0.705 |
|       0.723 |       0.641 |   0.571 |   0.134 |   0.705 |
|       0.718 |       0.640 |   0.574 |   0.131 |   0.705 |
|       0.721 |       0.640 |   0.576 |   0.128 |   0.705 |
|       0.720 |       0.640 |   0.579 |   0.126 |   0.705 |
|       0.718 |       0.640 |   0.582 |   0.123 |   0.705 |
|       0.717 |       0.640 |   0.585 |   0.121 |   0.705 |
|       0.718 |       0.640 |   0.587 |   0.118 |   0.706 |
|       0.716 |       0.640 |   0.590 |   0.116 |   0.706 |
|       0.720 |       0.640 |   0.593 |   0.114 |   0.707 |
|       0.719 |       0.640 |   0.595 |   0.112 |   0.707 |
|       0.720 |       0.640 |   0.598 |   0.110 |   0.707 |
|       0.719 |       0.641 |   0.600 |   0.108 |   0.708 |
|       0.721 |       0.641 |   0.602 |   0.106 |   0.708 |
|       0.725 |       0.641 |   0.605 |   0.104 |   0.709 |
|       0.721 |       0.641 |   0.607 |   0.102 |   0.709 |
|       0.719 |       0.641 |   0.610 |   0.100 |   0.709 |
|       0.721 |       0.641 |   0.612 |   0.098 |   0.709 |
|       0.719 |       0.641 |   0.614 |   0.096 |   0.710 |
|       0.719 |       0.641 |   0.616 |   0.094 |   0.710 |
|       0.716 |       0.641 |   0.618 |   0.092 |   0.710 |
|       0.721 |       0.641 |   0.620 |   0.090 |   0.710 |
|       0.717 |       0.641 |   0.622 |   0.088 |   0.710 |
|       0.712 |       0.641 |   0.624 |   0.087 |   0.711 |
|       0.717 |       0.642 |   0.626 |   0.085 |   0.711 |
|       0.722 |       0.642 |   0.628 |   0.084 |   0.711 |
|       0.721 |       0.642 |   0.629 |   0.082 |   0.712 |
|       0.718 |       0.642 |   0.631 |   0.081 |   0.712 |
|       0.729 |       0.642 |   0.633 |   0.079 |   0.713 |
|       0.719 |       0.642 |   0.635 |   0.078 |   0.713 |
|       0.719 |       0.643 |   0.637 |   0.076 |   0.713 |
|       0.714 |       0.643 |   0.638 |   0.075 |   0.713 |
|       0.714 |       0.643 |   0.640 |   0.074 |   0.714 |
|       0.717 |       0.644 |   0.641 |   0.073 |   0.714 |
|       0.727 |       0.644 |   0.643 |   0.072 |   0.715 |
|       0.727 |       0.644 |   0.645 |   0.071 |   0.715 |
|       0.723 |       0.644 |   0.646 |   0.070 |   0.716 |
|       0.722 |       0.645 |   0.648 |   0.068 |   0.716 |
|       0.719 |       0.645 |   0.649 |   0.067 |   0.716 |
|       0.721 |       0.645 |   0.651 |   0.066 |   0.717 |
|       0.722 |       0.646 |   0.652 |   0.065 |   0.717 |
|       0.724 |       0.646 |   0.653 |   0.064 |   0.717 |
|       0.719 |       0.645 |   0.655 |   0.062 |   0.717 |
|       0.715 |       0.646 |   0.656 |   0.061 |   0.717 |
|       0.716 |       0.646 |   0.657 |   0.060 |   0.718 |
|       0.713 |       0.646 |   0.658 |   0.060 |   0.718 |
|       0.715 |       0.647 |   0.659 |   0.059 |   0.718 |
|       0.725 |       0.647 |   0.661 |   0.058 |   0.719 |
|       0.731 |       0.647 |   0.662 |   0.057 |   0.719 |
