| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|       0.005 |       0.004 |  -0.000 |   0.003 |   0.002 |
|       0.011 |       0.004 |  -0.000 |   0.003 |   0.003 |
|       0.020 |       0.005 |   0.000 |   0.004 |   0.004 |
|       0.027 |       0.005 |   0.001 |   0.004 |   0.005 |
|       0.027 |       0.006 |   0.001 |   0.004 |   0.006 |
|       0.012 |       0.005 |   0.002 |   0.004 |   0.006 |
|       0.007 |       0.005 |   0.002 |   0.004 |   0.005 |
|      -0.012 |       0.005 |   0.001 |   0.003 |   0.004 |
|      -0.012 |       0.004 |   0.001 |   0.003 |   0.004 |
|      -0.022 |       0.004 |   0.001 |   0.002 |   0.003 |
|      -0.029 |       0.004 |   0.000 |   0.003 |   0.003 |
|      -0.024 |       0.005 |  -0.000 |   0.003 |   0.003 |
|      -0.012 |       0.005 |  -0.001 |   0.003 |   0.003 |
|      -0.004 |       0.006 |  -0.001 |   0.004 |   0.003 |
|      -0.000 |       0.007 |  -0.001 |   0.005 |   0.004 |
|       0.005 |       0.007 |  -0.001 |   0.005 |   0.005 |
|       0.018 |       0.008 |  -0.000 |   0.006 |   0.006 |
|       0.026 |       0.009 |   0.000 |   0.006 |   0.007 |
|       0.019 |       0.009 |   0.001 |   0.007 |   0.007 |
|       0.020 |       0.009 |   0.001 |   0.006 |   0.007 |
|       0.007 |       0.009 |   0.001 |   0.006 |   0.007 |
|       0.007 |       0.009 |   0.001 |   0.006 |   0.007 |
|      -0.002 |       0.008 |   0.001 |   0.005 |   0.007 |
|       0.001 |       0.008 |   0.001 |   0.005 |   0.007 |
|      -0.001 |       0.008 |   0.001 |   0.005 |   0.006 |
|      -0.008 |       0.008 |   0.001 |   0.005 |   0.006 |
|      -0.005 |       0.008 |   0.001 |   0.005 |   0.006 |
|      -0.011 |       0.008 |   0.001 |   0.005 |   0.005 |
|      -0.007 |       0.008 |   0.001 |   0.005 |   0.005 |
|      -0.013 |       0.008 |   0.000 |   0.005 |   0.005 |
|      -0.009 |       0.009 |   0.000 |   0.005 |   0.005 |
|      -0.007 |       0.009 |  -0.000 |   0.005 |   0.005 |
|      -0.013 |       0.010 |  -0.000 |   0.006 |   0.006 |
|       0.002 |       0.011 |  -0.000 |   0.007 |   0.007 |
|       0.027 |       0.012 |   0.000 |   0.008 |   0.008 |
|       0.021 |       0.012 |   0.001 |   0.007 |   0.008 |
|      -0.002 |       0.012 |   0.001 |   0.007 |   0.008 |
|       0.009 |       0.012 |   0.001 |   0.007 |   0.008 |
|       0.011 |       0.012 |   0.001 |   0.007 |   0.008 |
|      -0.003 |       0.012 |   0.001 |   0.007 |   0.008 |
|      -0.005 |       0.012 |   0.001 |   0.007 |   0.008 |
|      -0.006 |       0.012 |   0.001 |   0.007 |   0.007 |
|      -0.013 |       0.012 |   0.000 |   0.007 |   0.007 |
|      -0.008 |       0.012 |   0.000 |   0.007 |   0.007 |
|       0.005 |       0.012 |   0.000 |   0.007 |   0.007 |
|       0.008 |       0.012 |   0.001 |   0.007 |   0.007 |
|       0.000 |       0.012 |   0.000 |   0.007 |   0.007 |
|      -0.000 |       0.012 |   0.000 |   0.007 |   0.007 |
|      -0.002 |       0.012 |   0.000 |   0.006 |   0.007 |
|      -0.003 |       0.012 |   0.000 |   0.006 |   0.007 |
|      -0.006 |       0.013 |   0.000 |   0.006 |   0.006 |
|      -0.003 |       0.013 |   0.000 |   0.006 |   0.007 |
|       0.002 |       0.013 |   0.000 |   0.006 |   0.007 |
|       0.003 |       0.013 |   0.000 |   0.006 |   0.007 |
|       0.004 |       0.013 |   0.000 |   0.006 |   0.007 |
|      -0.003 |       0.013 |   0.000 |   0.006 |   0.007 |
|      -0.007 |       0.013 |   0.000 |   0.006 |   0.006 |
|      -0.003 |       0.014 |   0.000 |   0.006 |   0.007 |
|      -0.003 |       0.014 |   0.000 |   0.007 |   0.007 |
|       0.001 |       0.014 |   0.000 |   0.007 |   0.007 |
|       0.002 |       0.015 |   0.000 |   0.007 |   0.007 |
|       0.001 |       0.015 |   0.000 |   0.007 |   0.007 |
|       0.003 |       0.015 |   0.000 |   0.007 |   0.007 |
|      -0.006 |       0.015 |   0.000 |   0.007 |   0.007 |
|       0.003 |       0.016 |   0.000 |   0.007 |   0.007 |
|       0.013 |       0.016 |   0.000 |   0.007 |   0.008 |
|       0.011 |       0.016 |   0.001 |   0.007 |   0.008 |
|       0.011 |       0.016 |   0.001 |   0.007 |   0.008 |
|       0.003 |       0.015 |   0.001 |   0.007 |   0.008 |
|      -0.002 |       0.015 |   0.001 |   0.006 |   0.007 |
|      -0.003 |       0.015 |   0.001 |   0.006 |   0.007 |
|      -0.006 |       0.015 |   0.001 |   0.006 |   0.006 |
|      -0.005 |       0.015 |   0.000 |   0.006 |   0.006 |
|      -0.000 |       0.015 |   0.000 |   0.006 |   0.006 |
|      -0.006 |       0.015 |   0.000 |   0.006 |   0.006 |
|      -0.009 |       0.016 |   0.000 |   0.006 |   0.006 |
|      -0.005 |       0.016 |  -0.000 |   0.006 |   0.006 |
|      -0.003 |       0.016 |  -0.000 |   0.007 |   0.006 |
|       0.001 |       0.017 |  -0.000 |   0.007 |   0.007 |
|       0.006 |       0.017 |   0.000 |   0.007 |   0.007 |
|       0.009 |       0.017 |   0.000 |   0.007 |   0.007 |
|       0.006 |       0.017 |   0.000 |   0.007 |   0.007 |
|       0.001 |       0.017 |   0.000 |   0.007 |   0.007 |
|      -0.004 |       0.017 |   0.000 |   0.007 |   0.007 |
|      -0.002 |       0.017 |   0.000 |   0.007 |   0.007 |
|       0.004 |       0.017 |   0.000 |   0.006 |   0.007 |
|       0.003 |       0.018 |   0.000 |   0.007 |   0.007 |
|      -0.001 |       0.018 |   0.000 |   0.007 |   0.007 |
|       0.007 |       0.018 |   0.001 |   0.007 |   0.007 |
|       0.004 |       0.018 |   0.001 |   0.006 |   0.007 |
|      -0.001 |       0.018 |   0.001 |   0.006 |   0.007 |
|      -0.006 |       0.018 |   0.000 |   0.006 |   0.006 |
|       0.001 |       0.018 |   0.000 |   0.006 |   0.006 |
|      -0.002 |       0.018 |   0.000 |   0.006 |   0.006 |
|      -0.008 |       0.018 |   0.000 |   0.005 |   0.006 |
|      -0.004 |       0.018 |   0.000 |   0.005 |   0.005 |
|      -0.003 |       0.018 |   0.000 |   0.005 |   0.006 |
|      -0.002 |       0.018 |   0.000 |   0.005 |   0.005 |
|      -0.000 |       0.018 |   0.000 |   0.005 |   0.005 |
|       0.002 |       0.018 |   0.000 |   0.005 |   0.005 |
|       0.004 |       0.018 |   0.000 |   0.005 |   0.005 |
|      -0.005 |       0.018 |   0.000 |   0.005 |   0.005 |
|      -0.010 |       0.018 |  -0.000 |   0.005 |   0.005 |
|      -0.011 |       0.019 |  -0.000 |   0.006 |   0.005 |
|      -0.008 |       0.019 |  -0.001 |   0.006 |   0.005 |
|      -0.006 |       0.019 |  -0.001 |   0.006 |   0.005 |
|      -0.001 |       0.020 |  -0.001 |   0.006 |   0.006 |
|       0.004 |       0.020 |  -0.001 |   0.007 |   0.006 |
|       0.006 |       0.020 |  -0.000 |   0.007 |   0.006 |
|       0.000 |       0.021 |  -0.000 |   0.007 |   0.007 |
|      -0.008 |       0.021 |  -0.001 |   0.007 |   0.007 |
|      -0.001 |       0.022 |  -0.001 |   0.007 |   0.007 |
|      -0.004 |       0.022 |  -0.001 |   0.008 |   0.007 |
|      -0.004 |       0.023 |  -0.001 |   0.008 |   0.008 |
|      -0.009 |       0.023 |  -0.001 |   0.009 |   0.008 |
|      -0.012 |       0.024 |  -0.001 |   0.009 |   0.008 |
|      -0.023 |       0.025 |  -0.002 |   0.010 |   0.009 |
|      -0.020 |       0.027 |  -0.002 |   0.012 |   0.010 |
|      -0.023 |       0.028 |  -0.002 |   0.013 |   0.011 |
|      -0.023 |       0.030 |  -0.003 |   0.015 |   0.012 |
|      -0.019 |       0.033 |  -0.003 |   0.017 |   0.014 |
|      -0.011 |       0.036 |  -0.003 |   0.020 |   0.016 |
|      -0.008 |       0.039 |  -0.003 |   0.022 |   0.019 |
|       0.004 |       0.042 |  -0.003 |   0.025 |   0.022 |
|       0.001 |       0.046 |  -0.003 |   0.029 |   0.026 |
|       0.005 |       0.050 |  -0.003 |   0.032 |   0.029 |
|       0.001 |       0.054 |  -0.003 |   0.036 |   0.033 |
|       0.020 |       0.059 |  -0.002 |   0.040 |   0.037 |
|       0.038 |       0.065 |  -0.002 |   0.044 |   0.043 |
|       0.051 |       0.070 |  -0.001 |   0.049 |   0.048 |
|       0.066 |       0.075 |   0.001 |   0.053 |   0.053 |
|       0.078 |       0.080 |   0.002 |   0.057 |   0.059 |
|       0.084 |       0.085 |   0.004 |   0.060 |   0.064 |
|       0.077 |       0.090 |   0.005 |   0.064 |   0.069 |
|       0.092 |       0.094 |   0.007 |   0.068 |   0.075 |
|       0.092 |       0.099 |   0.009 |   0.071 |   0.080 |
|       0.084 |       0.104 |   0.010 |   0.074 |   0.084 |
|       0.082 |       0.109 |   0.012 |   0.077 |   0.089 |
|       0.082 |       0.114 |   0.013 |   0.081 |   0.094 |
|       0.087 |       0.119 |   0.015 |   0.085 |   0.100 |
|       0.116 |       0.125 |   0.017 |   0.089 |   0.106 |
|       0.138 |       0.130 |   0.019 |   0.092 |   0.111 |
|       0.137 |       0.135 |   0.021 |   0.096 |   0.117 |
|       0.136 |       0.140 |   0.024 |   0.099 |   0.123 |
|       0.125 |       0.146 |   0.026 |   0.102 |   0.128 |
|       0.136 |       0.151 |   0.028 |   0.106 |   0.134 |
|       0.137 |       0.157 |   0.030 |   0.109 |   0.139 |
|       0.144 |       0.162 |   0.032 |   0.112 |   0.145 |
|       0.159 |       0.168 |   0.035 |   0.116 |   0.151 |
|       0.164 |       0.174 |   0.038 |   0.119 |   0.157 |
|       0.178 |       0.179 |   0.040 |   0.123 |   0.163 |
|       0.198 |       0.185 |   0.044 |   0.126 |   0.169 |
|       0.182 |       0.191 |   0.046 |   0.129 |   0.175 |
|       0.186 |       0.196 |   0.049 |   0.132 |   0.181 |
|       0.217 |       0.202 |   0.052 |   0.135 |   0.188 |
|       0.213 |       0.208 |   0.056 |   0.138 |   0.194 |
|       0.234 |       0.214 |   0.059 |   0.141 |   0.200 |
|       0.242 |       0.219 |   0.063 |   0.144 |   0.206 |
|       0.245 |       0.224 |   0.067 |   0.146 |   0.212 |
|       0.260 |       0.229 |   0.070 |   0.148 |   0.218 |
|       0.267 |       0.233 |   0.074 |   0.149 |   0.223 |
|       0.267 |       0.237 |   0.078 |   0.150 |   0.228 |
|       0.267 |       0.241 |   0.082 |   0.151 |   0.233 |
|       0.271 |       0.245 |   0.086 |   0.152 |   0.237 |
|       0.271 |       0.248 |   0.089 |   0.152 |   0.241 |
|       0.267 |       0.251 |   0.093 |   0.152 |   0.245 |
|       0.273 |       0.254 |   0.097 |   0.152 |   0.249 |
|       0.277 |       0.257 |   0.100 |   0.152 |   0.252 |
|       0.256 |       0.260 |   0.103 |   0.152 |   0.255 |
|       0.256 |       0.263 |   0.106 |   0.152 |   0.258 |
|       0.262 |       0.266 |   0.109 |   0.152 |   0.262 |
|       0.265 |       0.270 |   0.113 |   0.152 |   0.265 |
|       0.263 |       0.274 |   0.116 |   0.153 |   0.269 |
|       0.259 |       0.278 |   0.118 |   0.154 |   0.273 |
|       0.269 |       0.283 |   0.121 |   0.156 |   0.277 |
|       0.296 |       0.287 |   0.125 |   0.158 |   0.283 |
|       0.314 |       0.292 |   0.129 |   0.159 |   0.288 |
|       0.326 |       0.297 |   0.133 |   0.161 |   0.293 |
|       0.326 |       0.301 |   0.137 |   0.162 |   0.298 |
|       0.336 |       0.305 |   0.141 |   0.163 |   0.304 |
|       0.335 |       0.310 |   0.144 |   0.164 |   0.308 |
|       0.323 |       0.314 |   0.148 |   0.165 |   0.313 |
|       0.322 |       0.318 |   0.152 |   0.166 |   0.317 |
|       0.338 |       0.322 |   0.155 |   0.167 |   0.322 |
|       0.356 |       0.326 |   0.159 |   0.167 |   0.327 |
|       0.367 |       0.330 |   0.163 |   0.168 |   0.331 |
|       0.385 |       0.334 |   0.168 |   0.168 |   0.336 |
|       0.406 |       0.337 |   0.173 |   0.168 |   0.341 |
|       0.380 |       0.340 |   0.177 |   0.167 |   0.344 |
|       0.357 |       0.342 |   0.180 |   0.167 |   0.347 |
|       0.340 |       0.346 |   0.184 |   0.167 |   0.350 |
|       0.337 |       0.349 |   0.187 |   0.167 |   0.353 |
|       0.347 |       0.353 |   0.190 |   0.168 |   0.357 |
|       0.366 |       0.358 |   0.193 |   0.169 |   0.362 |
|       0.379 |       0.362 |   0.197 |   0.170 |   0.367 |
|       0.393 |       0.366 |   0.201 |   0.171 |   0.371 |
|       0.409 |       0.370 |   0.205 |   0.171 |   0.376 |
|       0.434 |       0.374 |   0.210 |   0.172 |   0.381 |
|       0.449 |       0.377 |   0.214 |   0.171 |   0.386 |
|       0.441 |       0.380 |   0.219 |   0.170 |   0.389 |
|       0.431 |       0.382 |   0.223 |   0.169 |   0.392 |
|       0.438 |       0.384 |   0.228 |   0.168 |   0.395 |
|       0.433 |       0.385 |   0.232 |   0.166 |   0.397 |
|       0.374 |       0.387 |   0.235 |   0.164 |   0.399 |
|       0.374 |       0.390 |   0.237 |   0.164 |   0.401 |
|       0.401 |       0.393 |   0.241 |   0.163 |   0.404 |
|       0.401 |       0.396 |   0.244 |   0.163 |   0.407 |
|       0.411 |       0.400 |   0.247 |   0.164 |   0.411 |
|       0.447 |       0.405 |   0.251 |   0.166 |   0.417 |
|       0.512 |       0.409 |   0.256 |   0.166 |   0.422 |
|       0.490 |       0.411 |   0.261 |   0.165 |   0.426 |
|       0.463 |       0.412 |   0.265 |   0.163 |   0.428 |
|       0.431 |       0.413 |   0.268 |   0.161 |   0.429 |
|       0.441 |       0.415 |   0.272 |   0.159 |   0.431 |
|       0.450 |       0.417 |   0.275 |   0.158 |   0.433 |
|       0.467 |       0.418 |   0.279 |   0.156 |   0.435 |
|       0.478 |       0.418 |   0.283 |   0.153 |   0.437 |
|       0.471 |       0.419 |   0.287 |   0.151 |   0.438 |
|       0.453 |       0.419 |   0.290 |   0.148 |   0.438 |
|       0.430 |       0.420 |   0.293 |   0.145 |   0.439 |
|       0.426 |       0.420 |   0.296 |   0.143 |   0.439 |
|       0.419 |       0.422 |   0.298 |   0.142 |   0.440 |
|       0.429 |       0.423 |   0.301 |   0.140 |   0.441 |
|       0.447 |       0.425 |   0.304 |   0.139 |   0.443 |
|       0.464 |       0.426 |   0.307 |   0.138 |   0.445 |
|       0.475 |       0.428 |   0.310 |   0.137 |   0.447 |
|       0.490 |       0.429 |   0.314 |   0.135 |   0.449 |
|       0.486 |       0.429 |   0.317 |   0.133 |   0.450 |
|       0.475 |       0.430 |   0.321 |   0.130 |   0.451 |
|       0.483 |       0.430 |   0.324 |   0.128 |   0.451 |
|       0.488 |       0.429 |   0.327 |   0.125 |   0.452 |
|       0.476 |       0.428 |   0.330 |   0.121 |   0.451 |
|       0.474 |       0.427 |   0.333 |   0.118 |   0.451 |
|       0.458 |       0.426 |   0.335 |   0.115 |   0.450 |
|       0.425 |       0.425 |   0.337 |   0.111 |   0.449 |
|       0.406 |       0.425 |   0.339 |   0.109 |   0.448 |
|       0.405 |       0.426 |   0.340 |   0.107 |   0.447 |
|       0.410 |       0.427 |   0.341 |   0.106 |   0.447 |
|       0.434 |       0.428 |   0.343 |   0.105 |   0.449 |
|       0.466 |       0.430 |   0.346 |   0.105 |   0.451 |
|       0.479 |       0.431 |   0.348 |   0.104 |   0.453 |
|       0.494 |       0.432 |   0.351 |   0.103 |   0.454 |
|       0.494 |       0.433 |   0.354 |   0.102 |   0.456 |
|       0.486 |       0.433 |   0.357 |   0.100 |   0.456 |
|       0.480 |       0.433 |   0.359 |   0.097 |   0.457 |
|       0.465 |       0.432 |   0.361 |   0.095 |   0.456 |
|       0.463 |       0.432 |   0.363 |   0.093 |   0.456 |
|       0.464 |       0.431 |   0.365 |   0.090 |   0.456 |
|       0.459 |       0.430 |   0.367 |   0.088 |   0.455 |
|       0.467 |       0.430 |   0.369 |   0.085 |   0.455 |
|       0.466 |       0.429 |   0.371 |   0.083 |   0.454 |
|       0.450 |       0.428 |   0.373 |   0.080 |   0.453 |
|       0.435 |       0.427 |   0.374 |   0.078 |   0.452 |
|       0.424 |       0.427 |   0.375 |   0.076 |   0.451 |
|       0.428 |       0.427 |   0.376 |   0.074 |   0.450 |
|       0.439 |       0.427 |   0.377 |   0.073 |   0.450 |
|       0.447 |       0.427 |   0.379 |   0.072 |   0.451 |
|       0.456 |       0.428 |   0.380 |   0.071 |   0.451 |
|       0.462 |       0.428 |   0.382 |   0.070 |   0.452 |
|       0.463 |       0.428 |   0.383 |   0.069 |   0.452 |
|       0.462 |       0.428 |   0.385 |   0.067 |   0.452 |
|       0.461 |       0.428 |   0.387 |   0.066 |   0.452 |
|       0.455 |       0.428 |   0.388 |   0.064 |   0.452 |
|       0.455 |       0.428 |   0.389 |   0.063 |   0.452 |
|       0.449 |       0.427 |   0.390 |   0.061 |   0.451 |
|       0.449 |       0.427 |   0.392 |   0.059 |   0.451 |
|       0.442 |       0.427 |   0.393 |   0.058 |   0.451 |
|       0.442 |       0.426 |   0.394 |   0.057 |   0.450 |
|       0.433 |       0.426 |   0.394 |   0.055 |   0.450 |
|       0.432 |       0.426 |   0.395 |   0.055 |   0.450 |
|       0.440 |       0.427 |   0.396 |   0.054 |   0.450 |
|       0.449 |       0.427 |   0.397 |   0.053 |   0.450 |
|       0.455 |       0.428 |   0.398 |   0.053 |   0.451 |
|       0.460 |       0.428 |   0.400 |   0.052 |   0.452 |
|       0.463 |       0.429 |   0.401 |   0.051 |   0.452 |
|       0.455 |       0.429 |   0.402 |   0.050 |   0.452 |
|       0.447 |       0.429 |   0.403 |   0.050 |   0.452 |
|       0.452 |       0.429 |   0.404 |   0.049 |   0.452 |
|       0.455 |       0.429 |   0.405 |   0.048 |   0.452 |
|       0.452 |       0.429 |   0.406 |   0.046 |   0.452 |
|       0.443 |       0.429 |   0.406 |   0.045 |   0.452 |
|       0.444 |       0.428 |   0.407 |   0.044 |   0.452 |
|       0.446 |       0.429 |   0.408 |   0.044 |   0.452 |
|       0.446 |       0.429 |   0.409 |   0.043 |   0.452 |
|       0.450 |       0.429 |   0.410 |   0.042 |   0.452 |
|       0.446 |       0.429 |   0.410 |   0.041 |   0.452 |
|       0.451 |       0.429 |   0.411 |   0.040 |   0.452 |
|       0.450 |       0.429 |   0.412 |   0.040 |   0.452 |
|       0.454 |       0.429 |   0.413 |   0.039 |   0.452 |
|       0.444 |       0.429 |   0.413 |   0.038 |   0.451 |
|       0.451 |       0.429 |   0.414 |   0.038 |   0.452 |
|       0.455 |       0.429 |   0.415 |   0.037 |   0.452 |
|       0.452 |       0.429 |   0.416 |   0.036 |   0.452 |
|       0.453 |       0.429 |   0.416 |   0.035 |   0.452 |
|       0.448 |       0.429 |   0.417 |   0.034 |   0.451 |
|       0.440 |       0.429 |   0.418 |   0.034 |   0.451 |
|       0.440 |       0.429 |   0.418 |   0.033 |   0.451 |
|       0.440 |       0.429 |   0.418 |   0.032 |   0.451 |
|       0.442 |       0.429 |   0.419 |   0.032 |   0.450 |
|       0.443 |       0.429 |   0.419 |   0.031 |   0.451 |
|       0.448 |       0.429 |   0.420 |   0.031 |   0.451 |
|       0.447 |       0.430 |   0.420 |   0.031 |   0.451 |
|       0.450 |       0.430 |   0.421 |   0.030 |   0.451 |
|       0.450 |       0.430 |   0.422 |   0.030 |   0.452 |
|       0.448 |       0.431 |   0.422 |   0.030 |   0.452 |
|       0.441 |       0.431 |   0.423 |   0.030 |   0.452 |
|       0.447 |       0.431 |   0.423 |   0.029 |   0.452 |
|       0.448 |       0.432 |   0.424 |   0.029 |   0.453 |
|       0.450 |       0.432 |   0.424 |   0.029 |   0.453 |
|       0.455 |       0.432 |   0.425 |   0.029 |   0.453 |
|       0.457 |       0.432 |   0.425 |   0.028 |   0.453 |
|       0.453 |       0.433 |   0.426 |   0.028 |   0.454 |
|       0.457 |       0.433 |   0.426 |   0.027 |   0.454 |
|       0.451 |       0.433 |   0.427 |   0.027 |   0.454 |
|       0.451 |       0.433 |   0.427 |   0.027 |   0.454 |
|       0.442 |       0.433 |   0.428 |   0.026 |   0.454 |
|       0.444 |       0.434 |   0.428 |   0.026 |   0.454 |
|       0.452 |       0.434 |   0.429 |   0.026 |   0.454 |
|       0.454 |       0.434 |   0.429 |   0.025 |   0.454 |
|       0.453 |       0.434 |   0.430 |   0.025 |   0.454 |
|       0.449 |       0.434 |   0.430 |   0.025 |   0.455 |
|       0.452 |       0.434 |   0.430 |   0.024 |   0.455 |
|       0.445 |       0.435 |   0.431 |   0.024 |   0.455 |
|       0.444 |       0.435 |   0.431 |   0.024 |   0.455 |
|       0.441 |       0.435 |   0.431 |   0.023 |   0.454 |
|       0.453 |       0.435 |   0.432 |   0.023 |   0.455 |
|       0.461 |       0.435 |   0.432 |   0.023 |   0.455 |
|       0.461 |       0.435 |   0.433 |   0.022 |   0.455 |
|       0.451 |       0.435 |   0.433 |   0.022 |   0.455 |
|       0.454 |       0.435 |   0.434 |   0.021 |   0.455 |
|       0.446 |       0.435 |   0.434 |   0.021 |   0.454 |
|       0.441 |       0.435 |   0.434 |   0.020 |   0.454 |
|       0.444 |       0.435 |   0.434 |   0.020 |   0.454 |
|       0.444 |       0.435 |   0.434 |   0.019 |   0.454 |
|       0.446 |       0.435 |   0.435 |   0.019 |   0.454 |
|       0.451 |       0.435 |   0.435 |   0.019 |   0.454 |
|       0.452 |       0.435 |   0.435 |   0.019 |   0.454 |
|       0.449 |       0.435 |   0.436 |   0.018 |   0.454 |
|       0.448 |       0.435 |   0.436 |   0.018 |   0.454 |
|       0.448 |       0.435 |   0.436 |   0.018 |   0.454 |
|       0.444 |       0.436 |   0.436 |   0.017 |   0.454 |
|       0.445 |       0.436 |   0.436 |   0.017 |   0.454 |
|       0.444 |       0.436 |   0.436 |   0.017 |   0.454 |
|       0.455 |       0.436 |   0.437 |   0.017 |   0.454 |
|       0.452 |       0.436 |   0.437 |   0.017 |   0.454 |
|       0.450 |       0.436 |   0.437 |   0.017 |   0.454 |
|       0.444 |       0.436 |   0.438 |   0.016 |   0.454 |
|       0.439 |       0.437 |   0.438 |   0.016 |   0.454 |
|       0.447 |       0.437 |   0.438 |   0.016 |   0.454 |
|       0.445 |       0.437 |   0.438 |   0.016 |   0.454 |
|       0.451 |       0.437 |   0.438 |   0.016 |   0.454 |
|       0.448 |       0.437 |   0.438 |   0.016 |   0.454 |
|       0.449 |       0.438 |   0.439 |   0.016 |   0.454 |
|       0.446 |       0.438 |   0.439 |   0.015 |   0.454 |
|       0.454 |       0.438 |   0.439 |   0.015 |   0.454 |
|       0.448 |       0.438 |   0.439 |   0.015 |   0.454 |
|       0.447 |       0.438 |   0.439 |   0.015 |   0.454 |
|       0.446 |       0.438 |   0.440 |   0.015 |   0.454 |
|       0.450 |       0.438 |   0.440 |   0.014 |   0.454 |
|       0.446 |       0.438 |   0.440 |   0.014 |   0.454 |
|       0.455 |       0.438 |   0.440 |   0.014 |   0.454 |
|       0.449 |       0.438 |   0.440 |   0.014 |   0.454 |
|       0.448 |       0.438 |   0.440 |   0.013 |   0.454 |
|       0.442 |       0.439 |   0.441 |   0.014 |   0.454 |
|       0.444 |       0.439 |   0.441 |   0.013 |   0.454 |
|       0.447 |       0.439 |   0.441 |   0.013 |   0.454 |
|       0.442 |       0.439 |   0.441 |   0.013 |   0.454 |
|       0.448 |       0.439 |   0.441 |   0.013 |   0.454 |
|       0.449 |       0.440 |   0.441 |   0.013 |   0.454 |
|       0.454 |       0.440 |   0.441 |   0.013 |   0.454 |
|       0.456 |       0.440 |   0.442 |   0.013 |   0.454 |
|       0.455 |       0.440 |   0.442 |   0.013 |   0.454 |
|       0.451 |       0.440 |   0.442 |   0.012 |   0.454 |
|       0.450 |       0.440 |   0.442 |   0.012 |   0.454 |
